Body
Date,Weight,BMI,Fat
"2017-08-26","160.0","23.17",""
"2018-03-27","146.0","21.14",""
"2019-08-09","158.0","22.88",""
"2021-02-16","155.4","22.5",""

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2017-11-26 11:24 PM","2017-11-27 7:41 AM","430","66","41","496","66","212","152"
"2017-11-27 11:30 PM","2017-11-28 7:54 AM","434","70","37","504","41","288","105"
"2017-11-28 11:52 PM","2017-11-29 7:57 AM","419","66","34","485","80","228","111"
"2017-11-29 10:47 PM","2017-11-30 7:13 AM","432","74","35","506","47","279","106"
"2017-12-01 12:11 AM","2017-12-01 8:33 AM","420","82","29","502","29","267","124"
"2017-12-01 11:57 PM","2017-12-02 6:34 AM","351","46","27","397","53","209","89"
"2017-12-02 10:28 PM","2017-12-03 6:34 AM","433","53","36","486","65","273","95"
"2017-12-03 11:23 PM","2017-12-04 7:42 AM","437","62","40","499","91","208","138"
"2017-12-04 11:39 PM","2017-12-05 7:41 AM","451","31","3","482","N/A","N/A","N/A"
"2017-12-05 11:52 PM","2017-12-06 8:15 AM","425","77","35","502","48","271","106"
"2017-12-06 10:29 PM","2017-12-07 7:52 AM","499","64","40","563","75","307","117"
"2017-12-07 11:38 PM","2017-12-08 8:54 AM","472","84","42","556","74","266","132"
"2017-12-08 10:56 PM","2017-12-09 8:17 AM","493","68","39","561","57","322","114"
"2017-12-09 11:04 PM","2017-12-10 8:33 AM","490","79","36","569","52","309","129"
"2017-12-10 10:26 PM","2017-12-11 8:29 AM","528","75","43","603","108","258","162"
"2017-12-12 12:15 AM","2017-12-12 7:45 AM","390","59","22","449","43","260","87"
"2017-12-12 10:49 PM","2017-12-13 7:28 AM","447","71","45","518","66","272","109"
"2017-12-14 12:06 AM","2017-12-14 7:53 AM","405","62","38","467","63","240","102"
"2017-12-14 11:23 PM","2017-12-15 7:56 AM","448","65","38","513","63","288","97"
"2017-12-15 10:29 PM","2017-12-16 6:54 AM","442","63","33","505","47","326","69"
"2017-12-16 11:24 PM","2017-12-17 7:57 AM","461","52","41","513","125","228","108"
"2017-12-17 11:00 PM","2017-12-18 6:53 AM","407","66","25","473","62","243","102"
"2017-12-18 10:52 PM","2017-12-19 8:45 AM","505","87","42","592","62","313","130"
"2017-12-19 10:52 PM","2017-12-20 6:50 AM","427","51","32","478","77","273","77"
"2017-12-20 10:29 PM","2017-12-21 7:59 AM","499","71","42","570","85","301","113"
"2017-12-21 11:48 PM","2017-12-22 7:56 AM","431","57","28","488","92","251","88"
"2017-12-23 12:59 AM","2017-12-23 9:32 AM","442","70","31","512","37","311","94"
"2017-12-23 11:30 PM","2017-12-24 9:01 AM","515","56","34","571","90","305","120"
"2017-12-23 11:30 PM","2017-12-24 9:01 AM","515","56","34","571","90","305","120"
"2017-12-24 11:23 PM","2017-12-25 8:46 AM","464","99","28","563","66","280","118"
"2017-12-25 11:15 PM","2017-12-26 7:31 AM","434","62","29","496","98","224","112"
"2017-12-26 11:22 PM","2017-12-27 7:31 AM","426","63","29","489","32","324","70"
"2017-12-27 5:03 PM","2017-12-27 6:52 PM","106","3","1","109","N/A","N/A","N/A"
"2017-12-27 11:19 PM","2017-12-28 7:00 AM","425","35","2","460","N/A","N/A","N/A"
"2017-12-28 11:06 PM","2017-12-29 8:55 AM","550","39","1","589","N/A","N/A","N/A"
"2017-12-29 11:26 PM","2017-12-30 7:24 AM","424","54","35","478","87","224","113"
"2017-12-31 12:28 AM","2017-12-31 8:31 AM","421","62","26","483","53","260","108"
"2018-01-01 1:37 AM","2018-01-01 9:22 AM","390","75","35","465","18","290","82"
"2018-01-01 11:05 PM","2018-01-02 7:18 AM","422","71","28","493","32","298","92"
"2018-01-02 10:52 PM","2018-01-03 9:05 AM","527","86","36","613","57","334","136"
"2018-01-03 10:51 PM","2018-01-04 8:13 AM","465","97","44","562","80","278","107"
"2018-01-04 10:37 PM","2018-01-05 9:13 AM","550","86","42","636","81","349","120"
"2018-01-06 12:05 AM","2018-01-06 6:46 AM","357","44","25","401","50","228","79"
"2018-01-06 9:57 PM","2018-01-07 6:48 AM","459","72","33","531","75","230","154"
"2018-01-07 9:37 PM","2018-01-08 6:13 AM","462","54","36","516","53","280","129"
"2018-01-08 10:34 PM","2018-01-09 7:32 AM","458","80","41","538","63","297","98"
"2018-01-10 12:21 AM","2018-01-10 8:33 AM","415","77","26","492","50","262","103"
"2018-01-10 11:42 PM","2018-01-11 8:11 AM","452","57","35","509","98","255","99"
"2018-01-11 11:53 PM","2018-01-12 8:30 AM","461","55","32","516","62","275","124"
"2018-01-12 11:03 PM","2018-01-13 6:58 AM","407","68","25","475","34","284","89"
"2018-01-13 9:47 PM","2018-01-14 6:59 AM","480","72","26","552","128","238","114"
"2018-01-14 10:56 PM","2018-01-15 7:28 AM","423","89","33","512","83","250","90"
"2018-01-15 11:07 PM","2018-01-16 7:54 AM","462","65","33","527","71","298","93"
"2018-01-16 10:46 PM","2018-01-17 7:20 AM","463","50","32","513","93","258","112"
"2018-01-17 11:21 PM","2018-01-18 7:11 AM","419","51","30","470","92","252","75"
"2018-01-18 10:38 PM","2018-01-19 7:01 AM","451","52","28","503","64","257","130"
"2018-01-19 10:57 PM","2018-01-20 6:58 AM","429","52","36","481","62","267","100"
"2018-01-20 11:06 PM","2018-01-21 6:47 AM","391","70","31","461","44","259","88"
"2018-01-21 11:01 PM","2018-01-22 6:44 AM","408","55","31","463","90","189","129"
"2018-01-22 10:57 PM","2018-01-23 6:33 AM","394","62","27","456","52","235","107"
"2018-01-22 10:57 PM","2018-01-23 6:33 AM","394","62","27","456","52","235","107"
"2018-01-23 10:03 PM","2018-01-24 6:46 AM","471","52","29","523","77","300","94"
"2018-01-24 10:21 PM","2018-01-25 8:00 AM","529","49","32","578","152","243","134"
"2018-01-25 11:06 PM","2018-01-26 8:23 AM","495","60","7","556","N/A","N/A","N/A"
"2018-01-26 11:05 PM","2018-01-27 7:32 AM","467","37","1","507","N/A","N/A","N/A"
"2018-01-28 6:21 AM","2018-01-28 8:59 AM","145","13","1","158","N/A","N/A","N/A"
"2018-01-28 10:27 PM","2018-01-29 8:14 AM","526","60","45","586","100","302","124"
"2018-01-29 11:08 PM","2018-01-30 7:14 AM","426","60","35","486","103","219","104"
"2018-01-30 10:48 PM","2018-01-31 7:21 AM","452","61","31","513","36","296","120"
"2018-01-31 11:41 PM","2018-02-01 7:55 AM","400","94","35","494","59","257","84"
"2018-02-01 11:13 PM","2018-02-02 7:35 AM","425","77","39","502","56","270","99"
"2018-02-02 10:58 PM","2018-02-03 7:02 AM","405","79","31","484","82","229","94"
"2018-02-03 11:29 PM","2018-02-04 8:12 AM","479","44","2","523","N/A","N/A","N/A"
"2018-02-04 10:33 PM","2018-02-05 7:38 AM","502","42","1","544","N/A","N/A","N/A"
"2018-02-05 11:24 PM","2018-02-06 7:47 AM","441","62","37","503","102","232","107"
"2018-02-06 11:04 PM","2018-02-07 7:24 AM","421","79","38","500","46","265","110"
"2018-02-07 10:43 PM","2018-02-08 7:00 AM","462","34","2","497","N/A","N/A","N/A"
"2018-02-08 11:33 PM","2018-02-09 8:28 AM","480","55","2","535","N/A","N/A","N/A"
"2018-02-09 11:13 PM","2018-02-10 8:12 AM","479","60","32","539","62","324","93"
"2018-02-10 10:59 PM","2018-02-11 7:03 AM","424","59","37","483","50","218","156"
"2018-02-11 11:04 PM","2018-02-12 7:00 AM","429","47","41","476","120","220","89"
"2018-02-12 10:36 PM","2018-02-13 6:58 AM","430","71","38","501","65","296","69"
"2018-02-13 11:55 PM","2018-02-14 8:03 AM","462","26","2","488","N/A","N/A","N/A"
"2018-02-14 11:04 PM","2018-02-15 8:10 AM","494","52","36","546","66","332","96"
"2018-02-15 11:38 PM","2018-02-16 8:45 AM","469","77","33","546","67","277","125"
"2018-02-16 11:14 PM","2018-02-17 6:27 AM","380","53","28","433","44","254","82"
"2018-02-17 11:33 PM","2018-02-18 8:58 AM","496","69","34","565","90","333","73"
"2018-02-18 10:29 PM","2018-02-19 8:36 AM","537","69","42","606","109","309","119"
"2018-02-19 3:33 PM","2018-02-19 4:54 PM","78","3","1","81","N/A","N/A","N/A"
"2018-02-19 11:08 PM","2018-02-20 8:10 AM","470","72","31","542","51","315","104"
"2018-02-20 10:57 PM","2018-02-21 7:47 AM","499","31","1","530","N/A","N/A","N/A"
"2018-02-22 12:56 AM","2018-02-22 8:58 AM","455","27","3","482","N/A","N/A","N/A"
"2018-02-22 12:56 AM","2018-02-22 8:58 AM","455","27","3","482","N/A","N/A","N/A"
"2018-02-23 12:00 AM","2018-02-23 8:18 AM","463","35","4","498","N/A","N/A","N/A"
"2018-02-23 11:11 PM","2018-02-24 8:12 AM","471","70","35","541","69","274","128"
"2018-02-25 12:00 AM","2018-02-25 8:31 AM","442","68","37","510","96","237","109"
"2018-02-25 11:06 PM","2018-02-26 7:11 AM","393","92","24","485","80","200","113"
"2018-02-27 1:49 AM","2018-02-27 6:13 AM","210","54","16","264","18","117","75"
"2018-02-28 1:41 AM","2018-02-28 8:52 AM","381","50","22","431","54","260","67"
"2018-02-28 8:13 PM","2018-02-28 9:15 PM","53","8","1","61","N/A","N/A","N/A"
"2018-03-01 11:09 PM","2018-03-02 7:45 AM","452","64","23","516","58","329","65"
"2018-03-03 1:34 AM","2018-03-03 9:47 AM","458","35","2","493","N/A","N/A","N/A"
"2018-03-03 10:41 PM","2018-03-04 7:14 AM","476","37","0","513","N/A","N/A","N/A"
"2018-03-04 11:51 PM","2018-03-05 6:47 AM","346","70","29","416","40","185","121"
"2018-03-05 11:17 PM","2018-03-06 5:15 AM","346","11","0","357","N/A","N/A","N/A"
"2018-03-07 12:28 AM","2018-03-07 7:44 AM","410","26","1","436","N/A","N/A","N/A"
"2018-03-07 11:29 PM","2018-03-08 8:13 AM","448","75","34","523","44","290","114"
"2018-03-08 11:13 PM","2018-03-09 8:04 AM","466","65","38","531","73","312","81"
"2018-03-09 11:07 PM","2018-03-10 7:02 AM","415","60","29","475","59","275","81"
"2018-03-10 11:40 PM","2018-03-11 6:41 AM","389","31","2","420","N/A","N/A","N/A"
"2018-03-11 10:50 PM","2018-03-12 8:09 AM","470","89","31","559","65","273","132"
"2018-03-12 11:27 PM","2018-03-13 5:37 AM","316","54","20","370","71","182","63"
"2018-03-14 12:28 AM","2018-03-14 7:53 AM","420","25","1","445","N/A","N/A","N/A"
"2018-03-15 1:43 AM","2018-03-15 7:58 AM","322","53","28","375","73","162","87"
"2018-03-15 11:40 PM","2018-03-16 7:47 AM","409","78","31","487","45","282","82"
"2018-03-16 11:53 PM","2018-03-17 7:44 AM","411","60","27","471","38","250","123"
"2018-03-18 12:46 AM","2018-03-18 7:01 AM","331","44","27","375","50","197","84"
"2018-03-18 11:36 PM","2018-03-19 7:26 AM","443","27","1","470","N/A","N/A","N/A"
"2018-03-19 11:59 PM","2018-03-20 7:54 AM","406","69","19","475","47","277","82"
"2018-03-20 10:49 PM","2018-03-21 7:44 AM","473","62","42","535","105","268","100"
"2018-03-21 11:47 PM","2018-03-22 7:14 AM","392","55","31","447","36","232","124"
"2018-03-22 11:54 PM","2018-03-23 4:12 AM","233","25","2","258","N/A","N/A","N/A"
"2018-03-23 10:48 PM","2018-03-24 8:17 AM","514","55","23","569","103","313","98"
"2018-03-23 10:48 PM","2018-03-24 8:17 AM","514","55","23","569","103","313","98"
"2018-03-24 10:57 PM","2018-03-25 7:17 AM","448","52","23","500","53","304","91"
"2018-03-25 11:52 PM","2018-03-26 7:43 AM","416","55","27","471","89","198","129"
"2018-03-26 11:24 PM","2018-03-27 7:28 AM","426","58","33","484","67","250","109"
"2018-03-27 11:33 PM","2018-03-28 7:35 AM","458","23","0","482","N/A","N/A","N/A"
"2018-03-29 12:23 AM","2018-03-29 7:55 AM","429","22","1","451","N/A","N/A","N/A"
"2018-03-30 12:03 AM","2018-03-30 7:12 AM","396","33","1","429","N/A","N/A","N/A"
"2018-03-30 11:49 PM","2018-03-31 7:21 AM","424","28","2","452","N/A","N/A","N/A"
"2018-03-31 11:18 PM","2018-04-01 6:14 AM","377","39","27","416","37","218","122"
"2018-04-02 12:27 AM","2018-04-02 7:19 AM","397","11","0","412","N/A","N/A","N/A"
"2018-04-02 10:31 PM","2018-04-03 7:41 AM","498","51","40","549","123","238","137"
"2018-04-03 11:34 PM","2018-04-04 7:25 AM","429","42","28","471","101","193","135"
"2018-04-04 11:06 PM","2018-04-05 7:32 AM","441","65","33","506","42","271","128"
"2018-04-05 10:57 PM","2018-04-06 7:42 AM","461","64","36","525","80","274","107"
"2018-04-06 11:09 PM","2018-04-07 6:36 AM","392","55","32","447","44","269","79"
"2018-04-07 11:09 PM","2018-04-08 6:38 AM","387","62","35","449","46","229","112"
"2018-04-08 11:28 PM","2018-04-09 6:56 AM","407","41","32","448","88","195","124"
"2018-04-09 11:22 PM","2018-04-10 6:52 AM","365","84","31","449","48","188","129"
"2018-04-10 11:18 PM","2018-04-11 6:31 AM","405","28","0","433","N/A","N/A","N/A"
"2018-04-11 11:49 PM","2018-04-12 8:02 AM","443","49","32","492","93","297","53"
"2018-04-12 11:32 PM","2018-04-13 7:46 AM","434","60","35","494","136","200","98"
"2018-04-13 11:31 PM","2018-04-14 7:40 AM","411","78","30","489","81","245","85"
"2018-04-14 11:24 PM","2018-04-15 7:45 AM","465","36","2","501","N/A","N/A","N/A"
"2018-04-15 11:00 PM","2018-04-16 8:54 AM","552","42","1","594","N/A","N/A","N/A"
"2018-04-16 11:54 PM","2018-04-17 7:54 AM","451","28","0","479","N/A","N/A","N/A"
"2018-04-17 11:48 PM","2018-04-18 7:52 AM","444","40","1","484","N/A","N/A","N/A"
"2018-04-18 11:15 PM","2018-04-19 7:50 AM","435","80","32","515","62","316","57"
"2018-04-20 12:05 AM","2018-04-20 7:36 AM","382","69","28","451","39","243","100"
"2018-04-21 12:01 AM","2018-04-21 8:25 AM","438","66","37","504","80","235","123"
"2018-04-22 1:11 AM","2018-04-22 7:44 AM","374","19","2","393","N/A","N/A","N/A"
"2018-04-22 11:38 PM","2018-04-23 7:09 AM","395","56","24","451","78","217","100"
"2018-04-22 11:38 PM","2018-04-23 7:09 AM","395","56","24","451","78","217","100"
"2018-04-23 11:55 PM","2018-04-24 7:35 AM","409","51","38","460","68","254","87"
"2018-04-24 11:00 PM","2018-04-25 7:32 AM","452","59","40","511","51","277","124"
"2018-04-25 10:48 PM","2018-04-26 7:11 AM","428","74","38","502","29","291","108"
"2018-04-26 11:45 PM","2018-04-27 7:35 AM","416","54","29","470","81","216","119"
"2018-04-27 11:43 PM","2018-04-28 7:05 AM","388","54","32","442","72","231","85"
"2018-04-29 12:19 AM","2018-04-29 7:43 AM","388","56","32","444","60","246","82"
"2018-04-30 12:25 AM","2018-04-30 7:31 AM","369","57","31","426","80","225","64"
"2018-05-01 12:02 AM","2018-05-01 8:10 AM","397","91","33","488","54","258","85"
"2018-05-01 11:57 PM","2018-05-02 7:02 AM","356","69","31","425","35","239","82"
"2018-05-03 2:07 AM","2018-05-03 10:05 AM","447","31","1","478","N/A","N/A","N/A"
"2018-05-04 2:27 AM","2018-05-04 9:42 AM","399","36","1","435","N/A","N/A","N/A"
"2018-05-05 12:29 AM","2018-05-05 9:55 AM","483","83","36","566","100","239","144"
"2018-05-06 2:16 AM","2018-05-06 10:26 AM","425","65","31","490","81","216","128"
"2018-05-07 1:20 AM","2018-05-07 8:30 AM","370","60","31","430","96","179","95"
"2018-05-07 11:30 PM","2018-05-08 5:28 AM","314","44","24","358","42","193","79"
"2018-05-08 10:41 PM","2018-05-09 7:59 AM","498","60","21","558","85","328","85"
"2018-05-09 11:21 PM","2018-05-10 8:59 AM","521","57","31","578","84","291","146"
"2018-05-10 12:28 PM","2018-05-10 2:56 PM","143","5","1","148","N/A","N/A","N/A"
"2018-05-10 10:16 PM","2018-05-11 8:10 AM","571","23","2","594","N/A","N/A","N/A"
"2018-05-11 2:37 PM","2018-05-11 5:00 PM","139","3","1","143","N/A","N/A","N/A"
"2018-05-11 10:53 PM","2018-05-12 7:35 AM","476","46","1","522","N/A","N/A","N/A"
"2018-05-13 1:04 AM","2018-05-13 8:59 AM","431","43","3","474","N/A","N/A","N/A"
"2018-05-13 10:30 PM","2018-05-14 8:15 AM","499","86","28","585","79","308","112"
"2018-05-15 12:19 AM","2018-05-15 7:56 AM","406","50","19","456","96","186","124"
"2018-05-16 12:07 AM","2018-05-16 7:13 AM","363","63","26","426","17","248","98"
"2018-05-17 2:22 AM","2018-05-17 7:13 AM","263","28","19","291","42","164","57"
"2018-05-18 1:10 AM","2018-05-18 8:02 AM","379","33","24","412","77","239","63"
"2018-05-19 1:43 AM","2018-05-19 8:15 AM","369","23","3","392","N/A","N/A","N/A"
"2018-05-20 1:54 AM","2018-05-20 8:11 AM","354","19","2","377","N/A","N/A","N/A"
"2018-05-21 2:33 AM","2018-05-21 8:14 AM","276","64","16","340","44","171","61"
"2018-05-21 11:24 PM","2018-05-22 9:05 AM","496","85","39","581","49","322","125"
"2018-05-22 11:25 PM","2018-05-23 7:52 AM","422","85","39","507","77","218","127"
"2018-05-22 11:25 PM","2018-05-23 7:52 AM","422","85","39","507","77","218","127"
"2018-05-24 12:01 AM","2018-05-24 7:39 AM","430","26","1","458","N/A","N/A","N/A"
"2018-05-25 1:11 AM","2018-05-25 8:23 AM","413","19","1","432","N/A","N/A","N/A"
"2018-05-25 11:35 PM","2018-05-26 7:48 AM","427","66","36","493","86","232","109"
"2018-05-27 12:24 AM","2018-05-27 7:55 AM","428","22","1","450","N/A","N/A","N/A"
"2018-05-28 1:11 AM","2018-05-28 8:49 AM","406","51","32","457","109","183","114"
"2018-05-28 10:34 PM","2018-05-29 8:06 AM","502","70","31","572","118","261","123"
"2018-05-29 11:19 PM","2018-05-30 7:56 AM","459","58","3","517","N/A","N/A","N/A"
"2018-05-31 12:03 AM","2018-05-31 8:07 AM","417","67","29","484","60","237","120"
"2018-05-31 11:35 PM","2018-06-01 7:28 AM","437","36","25","473","125","231","81"
"2018-06-01 11:33 PM","2018-06-02 7:26 AM","393","80","24","473","49","290","54"
"2018-06-02 10:54 PM","2018-06-03 8:08 AM","513","40","1","553","N/A","N/A","N/A"
"2018-06-04 1:01 AM","2018-06-04 8:12 AM","378","52","28","430","68","231","79"
"2018-06-06 12:43 AM","2018-06-06 8:01 AM","375","62","30","437","77","224","74"
"2018-06-06 11:34 PM","2018-06-07 7:43 AM","433","55","29","488","151","209","73"
"2018-06-07 11:00 PM","2018-06-08 7:36 AM","488","25","0","516","N/A","N/A","N/A"
"2018-06-08 11:22 PM","2018-06-09 7:04 AM","405","57","35","462","68","208","129"
"2018-06-10 12:06 AM","2018-06-10 6:23 AM","327","50","29","377","55","174","98"
"2018-06-10 11:59 PM","2018-06-11 7:28 AM","397","51","32","448","58","223","116"
"2018-06-12 12:34 AM","2018-06-12 6:51 AM","326","51","30","377","36","177","113"
"2018-06-13 1:42 AM","2018-06-13 8:02 AM","362","17","0","379","N/A","N/A","N/A"
"2018-06-14 2:00 AM","2018-06-14 8:16 AM","359","16","1","376","N/A","N/A","N/A"
"2018-06-15 12:26 AM","2018-06-15 8:16 AM","408","62","35","470","74","266","68"
"2018-06-16 12:59 AM","2018-06-16 8:47 AM","404","63","32","467","56","236","112"
"2018-06-17 12:08 AM","2018-06-17 8:04 AM","405","71","36","476","60","202","143"
"2018-06-17 11:54 PM","2018-06-18 6:53 AM","355","64","20","419","34","263","58"
"2018-06-18 11:20 PM","2018-06-19 9:00 AM","507","72","43","579","43","337","127"
"2018-06-19 11:13 PM","2018-06-20 5:54 AM","365","36","29","401","73","179","113"
"2018-06-21 12:58 AM","2018-06-21 9:10 AM","425","66","33","491","68","244","113"
"2018-06-22 3:47 AM","2018-06-22 8:26 AM","249","30","14","279","40","162","47"
"2018-06-22 3:47 AM","2018-06-22 8:26 AM","249","30","14","279","40","162","47"
"2018-06-22 11:51 PM","2018-06-23 7:34 AM","388","74","29","462","103","193","92"
"2018-06-23 11:42 PM","2018-06-24 7:03 AM","403","38","2","441","N/A","N/A","N/A"
"2018-06-25 12:44 AM","2018-06-25 9:38 AM","499","35","2","534","N/A","N/A","N/A"
"2018-06-26 1:43 AM","2018-06-26 8:03 AM","343","36","1","380","N/A","N/A","N/A"
"2018-06-26 11:38 PM","2018-06-27 7:39 AM","418","63","30","481","92","199","127"
"2018-06-28 12:58 AM","2018-06-28 6:47 AM","321","28","23","349","33","221","67"
"2018-06-30 12:45 AM","2018-06-30 8:46 AM","415","65","28","480","72","258","85"
"2018-06-30 11:29 PM","2018-07-01 4:29 AM","290","10","1","300","N/A","N/A","N/A"
"2018-07-01 10:22 AM","2018-07-01 1:05 PM","156","7","1","163","N/A","N/A","N/A"
"2018-07-02 12:43 AM","2018-07-02 4:29 AM","214","12","1","226","N/A","N/A","N/A"
"2018-07-02 10:51 PM","2018-07-03 8:38 AM","544","43","2","587","N/A","N/A","N/A"
"2018-07-03 11:01 PM","2018-07-04 9:40 AM","556","82","38","638","82","358","116"
"2018-07-04 11:43 PM","2018-07-05 8:34 AM","452","79","47","531","60","240","152"
"2018-07-05 11:47 PM","2018-07-06 4:19 AM","252","20","8","272","80","133","39"
"2018-07-06 10:51 PM","2018-07-07 4:28 AM","291","46","15","337","64","171","56"
"2018-07-07 2:41 PM","2018-07-07 3:55 PM","71","3","0","74","N/A","N/A","N/A"
"2018-07-07 11:55 PM","2018-07-08 8:09 AM","424","69","33","493","35","298","91"
"2018-07-09 12:36 AM","2018-07-09 8:58 AM","439","62","34","501","100","245","94"
"2018-07-09 11:34 PM","2018-07-10 7:25 AM","420","50","31","470","103","202","115"
"2018-07-11 1:26 AM","2018-07-11 8:34 AM","375","53","31","428","63","184","128"
"2018-07-11 11:04 PM","2018-07-12 6:29 AM","393","51","37","444","66","216","111"
"2018-07-13 12:26 AM","2018-07-13 8:54 AM","452","56","34","508","55","256","141"
"2018-07-14 1:04 AM","2018-07-14 8:59 AM","448","26","1","475","N/A","N/A","N/A"
"2018-07-15 12:38 AM","2018-07-15 7:24 AM","357","49","26","406","72","218","67"
"2018-07-16 12:01 AM","2018-07-16 7:53 AM","417","55","38","472","66","263","88"
"2018-07-16 11:21 PM","2018-07-17 3:40 AM","216","42","15","258","12","141","63"
"2018-07-18 1:21 AM","2018-07-18 8:54 AM","401","52","33","453","119","188","94"
"2018-07-19 12:00 AM","2018-07-19 9:02 AM","456","86","50","542","68","297","91"
"2018-07-20 12:55 AM","2018-07-20 5:13 AM","218","39","19","257","43","136","39"
"2018-07-21 12:05 AM","2018-07-21 9:13 AM","500","48","4","548","N/A","N/A","N/A"
"2018-07-21 10:21 PM","2018-07-22 7:37 AM","477","78","41","555","57","347","73"
"2018-07-21 10:21 PM","2018-07-22 7:37 AM","477","78","41","555","57","347","73"
"2018-07-23 12:38 AM","2018-07-23 7:39 AM","378","43","30","421","72","185","121"
"2018-07-24 12:22 AM","2018-07-24 7:38 AM","366","70","30","436","79","173","114"
"2018-07-24 11:38 PM","2018-07-25 7:52 AM","430","64","41","494","117","220","93"
"2018-07-26 1:30 AM","2018-07-26 7:59 AM","341","48","25","389","85","158","98"
"2018-07-27 12:14 AM","2018-07-27 6:08 AM","321","33","23","354","48","195","78"
"2018-07-28 12:46 AM","2018-07-28 5:42 AM","261","34","17","295","28","191","42"
"2018-07-28 11:56 PM","2018-07-29 5:23 AM","287","40","25","327","27","199","61"
"2018-07-30 12:08 AM","2018-07-30 7:25 AM","402","33","3","437","N/A","N/A","N/A"
"2018-07-30 10:49 PM","2018-07-31 7:58 AM","496","52","1","548","N/A","N/A","N/A"
"2018-07-31 11:14 PM","2018-08-01 7:25 AM","430","61","36","491","86","253","91"
"2018-08-01 11:09 PM","2018-08-02 6:45 AM","400","56","31","456","88","262","50"
"2018-08-03 1:21 AM","2018-08-03 7:33 AM","342","30","15","372","86","174","82"
"2018-08-06 11:08 PM","2018-08-07 8:54 AM","551","35","2","586","N/A","N/A","N/A"
"2018-08-08 12:11 AM","2018-08-08 8:56 AM","471","53","3","524","N/A","N/A","N/A"
"2018-08-09 12:08 AM","2018-08-09 9:18 AM","503","47","2","550","N/A","N/A","N/A"
"2018-08-10 1:42 AM","2018-08-10 8:19 AM","346","51","32","397","56","219","71"
"2018-08-11 2:03 AM","2018-08-11 7:22 AM","281","37","21","318","84","131","66"
"2018-08-11 11:07 PM","2018-08-12 7:28 AM","469","31","0","501","N/A","N/A","N/A"
"2018-08-12 11:13 PM","2018-08-13 6:23 AM","398","32","25","430","91","204","103"
"2018-08-13 10:42 PM","2018-08-14 4:53 AM","330","40","26","370","52","202","76"
"2018-08-15 12:25 AM","2018-08-15 6:59 AM","346","47","27","393","68","196","82"
"2018-08-16 7:42 AM","2018-08-16 8:52 AM","63","7","0","70","N/A","N/A","N/A"
"2018-08-16 10:31 PM","2018-08-17 4:58 AM","363","24","1","387","N/A","N/A","N/A"
"2018-08-18 2:59 AM","2018-08-18 9:47 AM","363","45","4","408","N/A","N/A","N/A"
"2018-08-18 11:49 PM","2018-08-19 8:57 AM","516","31","0","547","N/A","N/A","N/A"
"2018-08-20 1:12 AM","2018-08-20 8:54 AM","400","62","32","462","106","173","121"
"2018-08-20 11:32 PM","2018-08-21 7:53 AM","440","61","39","501","53","274","113"
"2018-08-20 11:32 PM","2018-08-21 7:53 AM","440","61","39","501","53","274","113"
"2018-08-22 12:36 AM","2018-08-22 8:36 AM","423","57","35","480","53","256","114"
"2018-08-23 1:04 AM","2018-08-23 9:44 AM","428","91","29","519","22","326","80"
"2018-08-23 11:47 PM","2018-08-24 8:34 AM","455","72","41","527","56","303","96"
"2018-08-24 11:31 PM","2018-08-25 6:50 AM","417","22","0","439","N/A","N/A","N/A"
"2018-08-25 11:39 PM","2018-08-26 8:25 AM","477","49","2","526","N/A","N/A","N/A"
"2018-08-27 12:59 AM","2018-08-27 8:10 AM","389","42","21","431","68","218","103"
"2018-08-28 12:35 AM","2018-08-28 8:18 AM","409","54","32","463","64","262","83"
"2018-08-29 11:43 PM","2018-08-30 8:41 AM","504","33","1","537","N/A","N/A","N/A"
"2018-08-30 10:53 PM","2018-08-31 7:57 AM","495","49","1","544","N/A","N/A","N/A"
"2018-08-31 11:29 PM","2018-09-01 7:44 AM","447","48","2","495","N/A","N/A","N/A"
"2018-09-01 11:02 PM","2018-09-02 8:07 AM","495","49","2","545","N/A","N/A","N/A"
"2018-09-02 11:01 PM","2018-09-03 8:41 AM","508","72","37","580","110","265","133"
"2018-09-03 11:42 PM","2018-09-04 7:20 AM","397","61","26","458","48","246","103"
"2018-09-04 11:42 PM","2018-09-05 5:52 AM","359","11","1","370","N/A","N/A","N/A"
"2018-09-05 11:43 PM","2018-09-06 7:07 AM","376","68","33","444","29","201","146"
"2018-09-07 12:31 AM","2018-09-07 8:43 AM","427","65","32","492","39","293","95"
"2018-09-07 10:04 PM","2018-09-08 5:43 AM","411","48","30","459","69","255","87"
"2018-09-09 3:22 AM","2018-09-09 7:41 AM","226","32","20","258","33","166","27"
"2018-09-10 12:00 AM","2018-09-10 6:45 AM","352","53","31","405","57","180","115"
"2018-09-10 10:49 PM","2018-09-11 7:05 AM","450","46","36","496","114","196","140"
"2018-09-11 11:40 PM","2018-09-12 7:47 AM","470","17","0","487","N/A","N/A","N/A"
"2018-09-12 11:47 PM","2018-09-13 7:24 AM","434","22","0","456","N/A","N/A","N/A"
"2018-09-14 12:15 AM","2018-09-14 7:11 AM","383","33","20","416","108","214","61"
"2018-09-14 11:39 PM","2018-09-15 7:23 AM","411","52","35","463","56","218","137"
"2018-09-15 11:07 PM","2018-09-16 6:31 AM","389","55","33","444","64","191","134"
